1,headshots,s2_medal_kill_headshot,SPLASHES_HEADSHOT,SPLASHES_HEADSHOT_DESC,count,headshot,combat,,
1,avengekills,s2_medal_kill_avenger,SPLASHES_AVENGER,SPLASHES_AVENGER_DESC,count,avenger,combat,,
1,comebacks,s2_medal_kill_comeback,SPLASHES_COMEBACK,SPLASHES_COMEBACK_DESC,count,comeback,combat,,
1,rescues,s2_medal_kill_savior,SPLASHES_DEFENDER,SPLASHES_DEFENDER_DESC,count,defender,combat,,
1,longshots,s2_medal_kill_longshot,SPLASHES_LONGSHOT,SPLASHES_LONGSHOT_DESC,count,longshot,combat,,
1,revengekills,s2_medal_kill_revenge,SPLASHES_REVENGE,SPLASHES_REVENGE_DESC,count,revenge,combat,,
1,bulletpenkills,s2_medal_kill_puncture,SPLASHES_BULLETPEN,SPLASHES_BULLETPEN_DESC,count,bulletpen,combat,,
1,throwback_kill,s2_medal_kill_return_to_sender,SPLASHES_THROWBACK_KILL,SPLASHES_THROWBACK_KILL_DESC,count,throwback_kill,combat,,
0,kills,award_skull,,,count,kill,,,
0,longestkillstreak,award_skull,,,count,,,,
0,knifekills,award_hero,,,count,,,,
0,kdratio,award_skull,,,float,,,,
0,deaths,award_triumph,,,count,,,,
1,flagscaptured,s2_medal_gamemode_playmaker,SPLASHES_FLAG_CAPTURED,SPLASHES_FLAG_CAPTURED_DESC,count,flag_capture,gamemode,,
1,flagsreturned,s2_medal_gamemode_homeward,SPLASHES_FLAGRETURN,SPLASHES_FLAGRETURN_DESC,count,flag_return,gamemode,,
1,flagcarrierkills,s2_medal_gamemode_takedown,SPLASHES_KILLED_FLAG_CARRIER,SPLASHES_KILLED_FLAG_CARRIER_DESC,count,kill_flag_carrier,gamemode,,
1,flagscarried,s2_medal_gamemode_snagged,SPLASHES_FLAGPICKUP,SPLASHES_FLAGPICKUP_DESC,count,flag_pickup,gamemode,,
1,killsasflagcarrier,s2_medal_gamemode_denied,SPLASHES_KILL_WITH_FLAG,SPLASHES_KILL_WITH_FLAG_DESC,count,kill_with_flag,gamemode,,
1,pointscaptured,s2_medal_gamemode_secure,SPLASHES_CAPTURE,SPLASHES_CAPTURE_DESC,count,capture,gamemode,,
1,hp_secure,s2_medal_gamemode_hardpoint_secure,SPLASHES_HP_SECURE,SPLASHES_HP_SECURE_DESC,count,hp_secure,gamemode,,
1,bombsplanted,s2_medal_gamemode_countdown,SPLASHES_PLANT,SPLASHES_PLANT_DESC,count,plant,gamemode,,
1,bombsdefused,s2_medal_gamemode_hero,SPLASHES_DEFUSE,SPLASHES_DEFUSE_DESC,count,defuse,gamemode,,
1,targetsdestroyed,s2_medal_gamemode_bomber,SPLASHES_DESTROY,SPLASHES_DESTROY_DESC,count,destroy,gamemode,,
0,killsconfirmed,medal_gamemode_collector,SPLASHES_COLLECTOR,SPLASHES_COLLECTOR_DESC,count,sr_tag_elimination,,,
0,killsdenied,medal_gamemode_revive,SPLASHES_SR_TAG_REVIVE,SPLASHES_SR_TAG_REVIVE_DESC,count,sr_tag_revive,,,
1,firstblood,s2_medal_kill_first_blood,SPLASHES_FIRSTBLOOD,SPLASHES_FIRSTBLOOD_DESC,count,firstblood,combat,,
1,posthumous,s2_medal_kill_posthumous,SPLASHES_POSTHUMOUS,SPLASHES_POSTHUMOUS_DESC,count,posthumous,combat,,
1,assistedsuicide,s2_medal_kill_assisted_suicide,SPLASHES_ASSISTEDSUICIDE,SPLASHES_ASSISTEDSUICIDE_DESC,count,assistedsuicide,combat,,
1,buzzkill,s2_medal_kill_buzzkill,SPLASHES_BUZZKILL,SPLASHES_BUZZKILL_DESC,count,buzzkill,combat,,
1,oneshotkill,s2_medal_kill_one_shot_one_kill,SPLASHES_ONE_SHOT_KILL,SPLASHES_ONE_SHOT_KILL_DESC,count,oneshotkill,combat,,
1,air_to_air_kill,medal_kill_dogfight,SPLASHES_AIR_TO_AIR_KILL,SPLASHES_AIR_TO_AIR_KILL_DESC,count,air_to_air_kill,combat,,
1,air_to_ground_kill,medal_kill_strafe,SPLASHES_AIR_TO_GROUND_KILL,SPLASHES_AIR_TO_GROUND_KILL_DESC,count,air_to_ground_kill,combat,,
1,ground_to_air_kill,medal_kill_skeet_shooter,SPLASHES_GROUND_TO_AIR_KILL,SPLASHES_GROUND_TO_AIR_KILL_DESC,count,ground_to_air_kill,combat,,
1,doublekill,s2_medal_rapid_double_kill,SPLASHES_DOUBLEKILL,SPLASHES_DOUBLEKILL_DESC,count,doublekill,combat,,
1,triplekill,s2_medal_rapidkill_triple_kill,SPLASHES_TRIPLEKILL,SPLASHES_TRIPLEKILL_DESC,count,triplekill,combat,,
1,fourkill,s2_medal_rapidkill_fury_kill,SPLASHES_FOURKILL,SPLASHES_FOURKILL_DESC,count,fourkill,combat,,
1,fivekill,s2_medal_rapidkill_frenzy_kill,SPLASHES_FIVEKILL,SPLASHES_FIVEKILL_DESC,count,fivekill,combat,,
1,sixkill,s2_medal_rapidkill_super_kill,SPLASHES_SIXKILL,SPLASHES_SIXKILL_DESC,count,sixkill,combat,,
1,sevenkill,s2_medal_rapidkill_mega_kill,SPLASHES_SEVENKILL,SPLASHES_SEVENKILL_DESC,count,sevenkill,combat,,
1,eightkill,s2_medal_rapidkill_ultra_kill,SPLASHES_EIGHTKILL,SPLASHES_EIGHTKILL_DESC,count,eightkill,combat,,
1,multikill,s2_medal_rapidkill_kill_chain,SPLASHES_MULTIKILL,SPLASHES_MULTIKILL_DESC,count,multikill,combat,,
1,hijacker,s2_medal_destroyscorestreak_highjacker,SPLASHES_HIJACKER,SPLASHES_HIJACKER_DESC,count,hijacker,antistreak,,
1,backstab,s2_medal_kill_silent_kill,SPLASHES_BACKSTAB,SPLASHES_BACKSTAB_DESC,count,backstab,combat,,
1,killstreak5,s2_medal_killstreak_bloodthirsty,SPLASHES_BLOODTHIRSTY,SPLASHES_BLOODTHIRSTY_DESC,count,killstreak5,combat,,
1,killstreak10,s2_medal_killstreak_merciless,SPLASHES_MERCILESS,SPLASHES_MERCILESS_DESC,count,killstreak10,combat,,
1,killstreak15,s2_medal_killstreak_ruthless,SPLASHES_RUTHLESS,SPLASHES_RUTHLESS_DESC,count,killstreak15,combat,,
1,killstreak20,s2_medal_killstreak_relentless,SPLASHES_RELENTLESS,SPLASHES_RELENTLESS_DESC,count,killstreak20,combat,,
1,killstreak25,s2_medal_killstreak_brutal,SPLASHES_BRUTAL,SPLASHES_BRUTAL_DESC,count,killstreak25,combat,,
1,killstreak30,s2_medal_killstreak_nuclear,SPLASHES_NUCLEAR,SPLASHES_NUCLEAR_DESC,count,killstreak30,combat,,
1,killstreak30plus,s2_medal_killstreak_unstoppable,SPLASHES_UNSTOPPABLE,SPLASHES_UNSTOPPABLE_DESC,count,killstreak30plus,combat,,
1,pointblank,s2_medal_kill_point_blank,SPLASHES_POINT_BLANK,SPLASHES_POINT_BLANK_DESC,count,pointblank,combat,,
1,firstplacekill,s2_medal_kill_kingslayer,SPLASHES_FIRST_PLACE_KILL,SPLASHES_FIRST_PLACE_KILL_DESC,count,firstplacekill,combat,,
1,boostslamkill,medal_kill_death_from_above,SPLASHES_BOOST_SLAM_KILL,SPLASHES_BOOST_SLAM_KILL_DESC,count,boostslamkill,combat,,
1,assault,s2_medal_gamemode_vanguard,SPLASHES_ASSAULT,SPLASHES_ASSAULT_DESC,count,assault,gamemode,,
1,defends,s2_medal_gamemode_defender,SPLASHES_DEFEND,SPLASHES_DEFEND_DESC,count,defend,gamemode,,
0,assists,award_trophy,,,count,,,,
1,kill_denied_retrieved,s2_medal_gamemode_retrieved,SPLASHES_TAGS_RETRIEVED,SPLASHES_TAGS_RETRIEVED_DESC,count,kill_denied_retrieved,gamemode,,
1,tag_collector,s2_medal_gamemode_clean_up,SPLASHES_TAG_COLLECTOR,SPLASHES_TAG_COLLECTOR_DESC,count,tag_collector,gamemode,,
0,humiliation,s2_medal_gamemode_humiliation,SPLASHES_GUN_HUMILIATION,SPLASHES_GUN_HUMILIATION_DESC,count,dropped_enemy_gun_rank,gamemode,,
0,regicide,s2_medal_gamemode_regicide,SPLASHES_GUN_REGICIDE,SPLASHES_GUN_REGICIDE_DESC,count,dropped_first_player_gun_rank,gamemode,,
0,gunslinger,s2_medal_gamemode_gunslinger,SPLASHES_GUN_QUICK_RANK,SPLASHES_GUN_QUICK_RANK_DESC,count,quick_gun_rank,gamemode,,
0,dejavu,s2_medal_gamemode_deja_vu,SPLASHES_GUN_DROPPED,SPLASHES_GUN_DROPPED_DESC,count,dropped_gun_score,gamemode,,
0,levelup,s2_medal_gamemode_gun_rank_up,SPLASHES_GUN_LEVEL_UP,SPLASHES_GUN_LEVEL_UP_DESC,count,gained_gun_score,gamemode,,
1,omegaman,s2_medal_infected_omega_man,SPLASHES_FINAL_SURVIVOR,SPLASHES_FINAL_SURVIVOR_DESC,count,final_survivor,gamemode,,
1,plague,s2_medal_infected_plague,SPLASHES_INFECTED_PLAGUE,SPLASHES_INFECTED_PLAGUE_DESC,count,infected_plague,gamemode,,
1,patientzero,s2_medal_infected_patient_zero,SPLASHES_FIRST_INFECTED,SPLASHES_FIRST_INFECTED_DESC,count,first_infected,gamemode,,
1,careless,s2_medal_infected_careless,SPLASHES_GOT_INFECTED,SPLASHES_GOT_INFECTED_DESC,count,got_infected,gamemode,,
1,survivor,s2_medal_infected_survivor,SPLASHES_SURVIVOR,SPLASHES_SURVIVOR_DESC,count,survivor,gamemode,,
1,contagious,s2_medal_infected_contagious,SPLASHES_INFECTED_SURVIVOR,SPLASHES_INFECTED_SURVIVOR_DESC,count,infected_survivor,gamemode,,
1,kill_while_capture,s2_medal_gamemode_aggression,SPLASHES_KILL_WHILE_CAPTURE,SPLASHES_KILL_WHILE_CAPTURE_DESC,count,kill_while_capture,gamemode,,
