Primary,m1garand_mp,
Primary,lewis_mp,
Primary,mg15_mp,
Primary,bren_mp,
Primary,mg42_mp,
Primary,breda30_mp,
Primary,g43_mp,
Primary,sten_mp,
Primary,volk_mp,
Primary,beretta_mp,
Primary,mas38_mp,
Primary,mg81_mp,
Primary,m2carbine_mp,
Primary,type5_mp,
Primary,sterling_mp,
Primary,arisaka_mp,
Primary,nambu_mp,
Primary,m1919_mp,
Primary,ptrs41_mp,
Primary,leveraction_mp,
Primary,blunderbuss_mp,
Primary,avs36_mp,
Primary,zk383_mp,
Primary,delisle_mp,
Primary,dagger_mp,
Primary,federov_mp,
Primary,ribeyrolles_mp,
Primary,mosin_mp,
Primary,sudaev_mp,
Primary,tokyo_mp,
Primary,vmg1927_mp,
Primary,sdk_mp,
Primary,emp44_mp,
Primary,charlton_mp,
Primary,wz35_mp,
Primary,blyskawica_mp,
Primary,erma_mp,
Primary,kgm21_mp,
Primary,lad_mp,
Primary,mas36_mp,
Primary,wimmer_mp,
Primary,austen_mp,
Primary,m2hyde_mp,
Primary,chatelleroult_mp,
Primary,grofuss_mp,
Primary,bechowiec_mp,
Primary_Attachment,rapid_fire,
Primary_Attachment,rapid_fire_lmg,
Primary_Attachment,rapid_fire_sniper,
Primary_Attachment,rapid_fire_shotgun_rechamber,
Primary_Attachment,rapid_fire_sniper_fastbolt,
Secondary_Attachment,head_damage,
Primary_Attachment,head_damage,
Streak,uav,
Streak,counter_uav,
Streak,carepackage,
Streak,emergency_carepackage,
Streak,paratroopers,
Perk_Slot2,specialty_class_espionage,
Perk_Slot2,specialty_class_launched,
Perk_Slot2,specialty_class_requisitions,
Perk_Slot2,specialty_class_rifleman,
Perk_Slot2,specialty_class_lookout,
Perk_Slot2,specialty_class_ordnance,
Perk_Slot2,specialty_class_concussed,
Perk_Slot2,specialty_class_bang,
Perk_Slot2,specialty_class_duelist,
Perk_Slot2,specialty_class_saboteur,
Perk_Slot2,specialty_class_shifty,
Perk_Slot2,specialty_class_blitzkrieg,
Perk_Slot2,specialty_class_clandestine,
Perk_Slot2,specialty_class_escalation,
Perk_Slot2,specialty_class_wanderlust,
Perk_Slot2,specialty_class_specialist,
Perk_Slot2,specialty_class_frenzy,
Perk_Slot2,specialty_class_remedy,
Lethal,bouncingbetty_mp,
Lethal,c4_mp,
Division,division_resistance,
Division,resistance,
Division,division_grenadier,
Division,grenadier,
Division,division_commando,
Division,commando,
Primary_Attachment,fmj,
Primary_Attachment,dragon_breath_break_3,
Primary_Attachment,dragon_breath_bolt_action_3,
Primary_Attachment,dragon_breath_magazine_3,
Primary_Attachment,grenade_launcher_allies,
Primary_Attachment,grenade_launcher_axis,
Secondary_Attachment,fmj,
Streak,molotovs,
Secondary,icepick_mp,
Secondary,trenchknife_mp,
Secondary,bazooka_mp,
Secondary,panzerschreck_mp,
Secondary,p38_mp,
Secondary,enfieldno2_mp,
Secondary,reich_mp,
Secondary,combatknife_mp,
Secondary,baseballbat_mp,
Secondary,axe_mp,
Secondary,sword_mp,
Secondary,hammer_mp,
Secondary,dp28_mp,
required_to_be_last_row,donotremove,
