icon,1,1,em_icon_letter_!,,0,0,0,0,alphanumeric,general,0.35,1,
icon,2,2,em_icon_letter_#,,0,0,0,0,alphanumeric,general,0.35,1,
icon,3,3,em_icon_letter_$,,0,0,0,0,alphanumeric,general,0.35,1,
icon,4,4,em_icon_letter_%,,0,0,0,0,alphanumeric,general,0.35,1,
icon,5,5,em_icon_letter_&,,0,0,0,0,alphanumeric,general,0.35,1,
icon,6,6,em_icon_letter_(,,0,0,0,0,alphanumeric,general,0.35,1,
icon,7,7,em_icon_letter_01astric,,0,0,0,0,alphanumeric,general,0.35,1,
icon,8,8,em_icon_letter_01questionmark,,0,0,0,0,alphanumeric,general,0.35,1,
icon,9,9,em_icon_letter_01{,,0,0,0,0,alphanumeric,general,0.35,1,
icon,10,10,em_icon_letter_01~,,0,0,0,0,alphanumeric,general,0.35,1,
icon,11,11,em_icon_letter_@,,0,0,0,0,alphanumeric,general,0.35,1,
icon,12,12,em_icon_letter_a,,0,0,0,0,alphanumeric,general,0.35,1,
icon,13,13,em_icon_letter_b,,0,0,0,0,alphanumeric,general,0.35,1,
icon,14,14,em_icon_letter_c,,0,0,0,0,alphanumeric,general,0.35,1,
icon,15,15,em_icon_letter_d,,0,0,0,0,alphanumeric,general,0.35,1,
icon,16,16,em_icon_letter_e,,0,0,0,0,alphanumeric,general,0.35,1,
icon,17,17,em_icon_letter_f,,0,0,0,0,alphanumeric,general,0.35,1,
icon,18,18,em_icon_letter_g,,0,0,0,0,alphanumeric,general,0.35,1,
icon,19,19,em_icon_letter_h,,0,0,0,0,alphanumeric,general,0.35,1,
icon,20,20,em_icon_letter_i,,0,0,0,0,alphanumeric,general,0.35,1,
icon,21,21,em_icon_letter_j,,0,0,0,0,alphanumeric,general,0.35,1,
icon,22,22,em_icon_letter_k,,0,0,0,0,alphanumeric,general,0.35,1,
icon,23,23,em_icon_letter_l,,0,0,0,0,alphanumeric,general,0.35,1,
icon,24,24,em_icon_letter_m,,0,0,0,0,alphanumeric,general,0.35,1,
icon,25,25,em_icon_letter_n,,0,0,0,0,alphanumeric,general,0.35,1,
icon,26,26,em_icon_letter_o,,0,0,0,0,alphanumeric,general,0.35,1,
icon,27,27,em_icon_letter_p,,0,0,0,0,alphanumeric,general,0.35,1,
icon,28,28,em_icon_letter_q,,0,0,0,0,alphanumeric,general,0.35,1,
icon,29,29,em_icon_letter_r,,0,0,0,0,alphanumeric,general,0.35,1,
icon,30,30,em_icon_letter_s,,0,0,0,0,alphanumeric,general,0.35,1,
icon,31,31,em_icon_letter_t,,0,0,0,0,alphanumeric,general,0.35,1,
icon,32,32,em_icon_letter_u,,0,0,0,0,alphanumeric,general,0.35,1,
icon,33,33,em_icon_letter_v,,0,0,0,0,alphanumeric,general,0.35,1,
icon,34,34,em_icon_letter_w,,0,0,0,0,alphanumeric,general,0.35,1,
icon,35,35,em_icon_letter_x,,0,0,0,0,alphanumeric,general,0.35,1,
icon,36,36,em_icon_letter_y,,0,0,0,0,alphanumeric,general,0.35,1,
icon,37,37,em_icon_letter_z,,0,0,0,0,alphanumeric,general,0.35,1,
icon,38,38,em_icon_lower_letter_a,,0,0,0,0,alphanumeric,general,0.35,1,
icon,39,39,em_icon_lower_letter_b,,0,0,0,0,alphanumeric,general,0.35,1,
icon,40,40,em_icon_lower_letter_c,,0,0,0,0,alphanumeric,general,0.35,1,
icon,41,41,em_icon_lower_letter_d,,0,0,0,0,alphanumeric,general,0.35,1,
icon,42,42,em_icon_lower_letter_e,,0,0,0,0,alphanumeric,general,0.35,1,
icon,43,43,em_icon_lower_letter_f,,0,0,0,0,alphanumeric,general,0.35,1,
icon,44,44,em_icon_lower_letter_g,,0,0,0,0,alphanumeric,general,0.35,1,
icon,45,45,em_icon_lower_letter_h,,0,0,0,0,alphanumeric,general,0.35,1,
icon,46,46,em_icon_lower_letter_i,,0,0,0,0,alphanumeric,general,0.35,1,
icon,47,47,em_icon_lower_letter_j,,0,0,0,0,alphanumeric,general,0.35,1,
icon,48,48,em_icon_lower_letter_k,,0,0,0,0,alphanumeric,general,0.35,1,
icon,49,49,em_icon_lower_letter_l,,0,0,0,0,alphanumeric,general,0.35,1,
icon,50,50,em_icon_lower_letter_m,,0,0,0,0,alphanumeric,general,0.35,1,
icon,51,51,em_icon_lower_letter_n,,0,0,0,0,alphanumeric,general,0.35,1,
icon,52,52,em_icon_lower_letter_o,,0,0,0,0,alphanumeric,general,0.35,1,
icon,53,53,em_icon_lower_letter_p,,0,0,0,0,alphanumeric,general,0.35,1,
icon,54,54,em_icon_lower_letter_q,,0,0,0,0,alphanumeric,general,0.35,1,
icon,55,55,em_icon_lower_letter_r,,0,0,0,0,alphanumeric,general,0.35,1,
icon,56,56,em_icon_lower_letter_s,,0,0,0,0,alphanumeric,general,0.35,1,
