76561197975160330,RVN,
76561198098531549,RVN,
76561197963339637,RVN,
76561197960545005,RVN,
76561197964150777,RVN,
76561198006483399,RVN,
76561197960431062,RVN,
76561197971822276,RVN,
76561197990185961,RVN,
76561197979796656,RVN,
76561197992144617,RVN,
76561197998024989,RVN,
76561198024944339,RVN,
76561197976893532,RVN,
76561197969114914,RVN,
76561198063786331,RVN,
76561198009961138,RVN,
76561198099251640,RVN,
76561197974617094,RVN,
76561197975637737,RVN,
76561197986869454,RVN,
76561198043067219,RVN,
76561197981193504,RVN,
76561198044162311,RVN,
76561198024748558,RVN,
76561198031405491,RVN,
76561198008223481,RVN,
76561198246369232,RVN,
76561197994048827,RVN,
76561198022599358,RVN,
76561197992225753,RVN,
76561197977460609,RVN,
76561197969358484,RVN,
76561197991568202,RVN,
76561198028530991,RVN,
76561197979224958,RVN,
76561198039815041,RVN,
76561197982487365,RVN,
76561197972263150,SHG,
76561197989387189,SHG,
76561197991865736,SHG,
76561197972542128,SHG,
76561197962947164,SHG,
76561198088563262,SHG,
76561198035845130,SHG,
76561198009554690,SHG,
76561198002869832,SHG,
76561198035933633,SHG,
76561198276771301,SHG,
76561197993286650,SHG,
76561197961097972,SHG,
76561198050055568,SHG,
76561197963886531,SHG,
76561197964179734,SHG,
76561198012110724,SHG,
76561197996135493,SHG,
76561198028307549,SHG,
76561197987352633,SHG,
76561197961112928,SHG,
76561198034824782,SHG,
76561198008774376,SHG,
76561198020826728,SHG,
76561198014393497,SHG,
76561197980424388,SHG,
76561198168184508,SHG,
76561198051249787,SHG,
76561198068524313,SHG,
76561198005613845,SHG,
76561197978133395,SHG,
76561198020739094,SHG,
76561198025163091,SHG,
76561198006638070,SHG,
76561198232577824,SHG,
76561198048075450,SHG,
76561197977662448,SHG,
76561197989843101,SHG,
76561197966547605,SHG,
76561198066367931,SHG,
76561197999213079,SHG,
76561198038976140,SHG,
76561197996720032,SHG,
76561197972326580,SHG,
76561197995194597,SHG,
76561198141844010,SHG,
76561197989055124,SHG,
76561198000239310,SHG,
76561198004398282,SHG,
76561198029402522,SHG,
76561198027635612,SHG,
76561197966637083,SHG,
76561197970323956,SHG,
76561197970752949,SHG,
76561197970242840,SHG,
76561197972561138,SHG,
76561197996755015,SHG,
76561197993393219,SHG,
76561198087777109,SHG,
76561197990992885,SHG,
76561197992867369,SHG,
76561198000810499,SHG,
76561198038976140,SHG,
76561198078376781,SHG,
76561198011799712,SHG,
76561197972405529,SHG,
76561198044558327,SHG,
76561197972017263,SHG,
76561198005399743,SHG,
76561198307174009,SHG,
76561197978449035,SHG,
76561198030810429,SHG,
76561197978088544,SHG,
76561198027102283,SHG,
76561197975421083,SHG,
76561198004398282,SHG,
76561198027958016,SHG,
76561198005613845,SHG,
76561198019348809,SHG,
76561197967597376,SHG,
