0,-1,PREMADE_EMBLEMS_SLEDGE1,mp/emblems/s2_Sledge1.embl,premade_emblems_sledge1,0,0x2000006,
1,-1,PREMADE_EMBLEMS_AIRBORNE2,mp/emblems/s2_Airborne2.embl,premade_emblems_airborne2,0,0x2000007,
2,-1,PREMADE_EMBLEMS_ARMORED2,mp/emblems/s2_Armored2.embl,premade_emblems_armored2,0,0x2000008,
3,-1,PREMADE_EMBLEMS_EXPEDITION1,mp/emblems/s2_Expedition1.embl,premade_emblems_expedition1,0,0x2000009,
4,-1,PREMADE_EMBLEMS_INFANTRY2,mp/emblems/s2_Infantry2.embl,premade_emblems_infantry2,0,0x200000A,
5,-1,PREMADE_EMBLEMS_MOUNTAIN2,mp/emblems/s2_Mountain2.embl,premade_emblems_mountain2,0,0x200000B,
6,-1,PREMADE_EMBLEMS_ALLIES,mp/emblems/s2_Allies.embl,premade_emblems_allies,1,0x200000C,
7,-1,PREMADE_EMBLEMS_EYE,mp/emblems/s2_Eye.embl,premade_emblems_eye,1,0x200000D,
8,-1,PREMADE_EMBLEMS_READY,mp/emblems/s2_Ready.embl,premade_emblems_ready,1,0x200000E,
9,-1,PREMADE_EMBLEMS_TAGS,mp/emblems/s2_Tags.embl,premade_emblems_tags,1,0x200000F,
10,-1,PREMADE_EMBLEMS_GLIDE,mp/emblems/s2_Glide.embl,premade_emblems_glide,1,0x2000010,
11,-1,PREMADE_EMBLEMS_FALLEN,mp/emblems/s2_Fallen.embl,premade_emblems_fallen,1,0x2000011,
12,-1,PREMADE_EMBLEMS_DELIVERY,mp/emblems/s2_Delivery.embl,premade_emblems_delivery,1,0x2000012,
13,-1,PREMADE_EMBLEMS_BUZZKILL,mp/emblems/s2_Buzzkill.embl,premade_emblems_buzzkill,1,0x2000013,
14,-1,PREMADE_EMBLEMS_FILES,mp/emblems/s2_Files.embl,premade_emblems_files,1,0x2000014,
15,-1,PREMADE_EMBLEMS_PLAN,mp/emblems/s2_Plan.embl,premade_emblems_plan,1,0x2000015,
16,-1,PREMADE_EMBLEMS_STEADY,mp/emblems/s2_Steady.embl,premade_emblems_steady,1,0x2000016,
17,-1,PREMADE_EMBLEMS_KING,mp/emblems/s2_King.embl,premade_emblems_king,1,0x2000017,
18,1,LOOT_MTX1_EMBLEMS_ACES,mp/emblems/s2_Aces.embl,premade_emblems_aces,0,0x2000018,
19,1,LOOT_MTX1_EMBLEMS_BALLER,mp/emblems/s2_Baller1.embl,premade_emblems_baller,0,0x2000019,
20,1,LOOT_MTX1_EMBLEMS_CAMPER,mp/emblems/s2_Camper.embl,premade_emblems_camper,0,0x200001A,
21,1,LOOT_MTX1_EMBLEMS_CASINGS,mp/emblems/s2_Casings.embl,premade_emblems_casings,0,0x200001B,
