0,playercard_generic_01,CALLINGCARDS_GENERIC_01,playercard_generic_01,always,general,,,,0,
1,playercard_generic_02,CALLINGCARDS_GENERIC_02,playercard_generic_02,always,general,,,,1,
2,playercard_generic_03,CALLINGCARDS_GENERIC_03,playercard_generic_03,always,general,,,,2,
3,playercard_generic_04,CALLINGCARDS_GENERIC_04,playercard_generic_04,always,general,,,,3,
4,playercard_generic_05,CALLINGCARDS_GENERIC_05,playercard_generic_05,always,general,,,,4,
5,playercard_generic_06,CALLINGCARDS_GENERIC_06,playercard_generic_06,always,general,,,,5,
6,playercard_generic_07,CALLINGCARDS_GENERIC_07,playercard_generic_07,always,general,,,,6,
7,playercard_generic_08,CALLINGCARDS_GENERIC_08,playercard_generic_08,always,general,,,,7,
8,playercard_generic_09,CALLINGCARDS_GENERIC_09,playercard_generic_09,always,general,,,,8,
9,playercard_generic_10,CALLINGCARDS_GENERIC_10,playercard_generic_10,always,general,,,,9,
10,playercard_generic_11,CALLINGCARDS_GENERIC_11,playercard_generic_11,always,general,,,,10,
11,playercard_generic_12,CALLINGCARDS_GENERIC_12,playercard_generic_12,always,general,,,,11,
12,playercard_generic_13,CALLINGCARDS_GENERIC_13,playercard_generic_13,always,general,,,,12,
13,playercard_generic_14,CALLINGCARDS_GENERIC_14,playercard_generic_14,always,general,,,,13,
14,playercard_generic_15,CALLINGCARDS_GENERIC_15,playercard_generic_15,flags,general,,,,14,
15,playercard_generic_16,CALLINGCARDS_GENERIC_16,playercard_generic_16,flags,general,,,,15,
16,playercard_generic_17,CALLINGCARDS_GENERIC_17,playercard_generic_17,flags,general,,,,16,
17,playercard_generic_18,CALLINGCARDS_GENERIC_18,playercard_generic_18,flags,general,,,,17,
18,playercard_challenge_killer_bloodthirsty_killer,CHALLENGE_KILLER_BLOODTHIRSTY,playercard_challenge_killer_bloodthirsty_killer,always,challenges,,,,18,
19,playercard_challenge_killer_merciless_killer,CHALLENGE_KILLER_MERCILESS,playercard_challenge_killer_merciless_killer,always,challenges,,,,19,
20,playercard_challenge_killer_ruthless_killer,CHALLENGE_KILLER_RUTHLESS,playercard_challenge_killer_ruthless_killer,always,challenges,,,,20,
21,playercard_challenge_killer_double_killer,CHALLENGE_KILLER_DOUBLEKILL,playercard_challenge_killer_double_killer,always,challenges,,,,21,
22,playercard_challenge_killer_triple_killer,CHALLENGE_KILLER_TRIPLEKILL,playercard_challenge_killer_triple_killer,always,challenges,,,,22,
23,playercard_challenge_killer_feed_greed,CHALLENGE_KILLER_FEEDGREED,playercard_challenge_killer_feed_greed,always,challenges,,,,23,
24,playercard_challenge_killer_mastery,CHALLENGE_KILLER_MASTERY,playercard_challenge_killer_mastery,always,challenges,,,,24,
25,playercard_challenge_hum_high_value_target,CHALLENGE_HUMILIATION_HIGHVALUE,playercard_challenge_hum_high_value_target,always,challenges,,,,25,
26,playercard_challenge_hum_backfire,CHALLENGE_HUMILIATION_BACKFIRE,playercard_challenge_hum_backfire,always,challenges,,,,26,
27,playercard_challenge_hum_heartbreaker,CHALLENGE_HUMILIATION_HEARTBREAKER,playercard_challenge_hum_heartbreaker,always,challenges,,,,27,
