shirt,,,0,300,LOOT_DISMEMBER_SHIRT,,0x620012C,0,,,
shirt,,,0,301,LOOT_DISMEMBER_SHIRT,,0x620012D,0,,,
shirt,,,0,302,LOOT_DISMEMBER_SHIRT,,0x620012E,0,,,
shirt,,,0,303,LOOT_DISMEMBER_SHIRT,,0x620012F,0,,,
shirt,,,0,492,mp_infected_shirt,,0x62001EC,0,,,
shirt,,,0,493,eng_m_quarter_mtx3_5,,0x62001F3,0,,,
shirt,,,0,494,ENG_M_QUARTER_ORG1,,0x62001F4,0,,,
shirt,,,0,495,LOOT_DISMEMBER_SHIRT,,0x62001F5,0,,,
shirt,,,0,497,LOOT_DISMEMBER_SHIRT,,0x62001F6,0,,,
shirt,,,0,498,LOOT_DISMEMBER_SHIRT,,0x62001F7,0,,,
shirt,,,0,506,LOOT_QUARTERMASTER_BODY,,0x62001FA,0,,,
shirt,,,0,507,LOOT_REQUISITION_BODY,,0x62001FB,0,,,
shirt,,,0,508,LOOT_BLACKSMITH_BODY,,0x62001FC,0,,,
shirt,,,0,509,LOOT_RAID_BODY,,0x62001FD,0,,,
shirt,,,0,510,LOOT_PRESTIGE_BODY,,0x62001FE,0,,,
shirt,,,0,511,LOOT_PAYROLL_BODY,,0x62001FF,0,,,
head,,,0,492,mp_infected_head,,0x63001EC,0,,,
head,,,0,494,mp_head_boehmer_mtx3_5_org1,,0x63001EE,0,,,
head,,,0,495,MP_HEAD_BOEHMER_ORG1,,0x63001EF,0,,,
head,,,0,497,LOOT_DISMEMBER_SHIRT,,0x63001F1,0,,,
head,,,0,498,LOOT_DISMEMBER_SHIRT,,0x63001F2,0,,,
head,,,0,503,LOOT_QUARTERMASTER_HEAD,,0x63001F7,0,,female,
head,,,0,504,LOOT_REQUISITION_HEAD,,0x63001F8,0,,,
head,,,0,505,LOOT_BLACKSMITH_HEAD,,0x63001F9,0,,female,
head,,,0,506,LOOT_RAID_HEAD,,0x63001FA,0,,,
head,,,0,507,LOOT_PRESTIGE_HEAD,,0x63001FB,0,,,
head,,,0,508,LOOT_PAYROLL_HEAD,,0x63001FC,0,,,
head,,,0,509,LOOT_SCORE_HEAD,,0x63001FD,0,,,
head,,,0,510,LOOT_PLAYLIST_HEAD,,0x63001FE,0,,,
head,,,0,511,LOOT_MAIL_HEAD,,0x63001FF,0,,,
head,,,0,499,LOOT_PAYROLL_HEAD,,0x63001F3,0,,,
head,,,0,500,LOOT_PAYROLL_HEAD,,0x63001F4,0,,,
head,,,0,501,LOOT_PAYROLL_HEAD,,0x63001F5,0,,,
head,,,0,502,LOOT_PAYROLL_HEAD,,0x63001F6,0,,,
shirt,,,0,499,LOOT_PAYROLL_BODY,,0x65001F3,0,,,
shirt,,,0,500,LOOT_PAYROLL_BODY,,0x65001F4,0,,,
shirt,,,0,501,LOOT_PAYROLL_BODY,,0x65001F5,0,,,
shirt,,,0,502,LOOT_PAYROLL_BODY,,0x65001F6,0,,,
shirt,,,0,503,LOOT_PAYROLL_BODY,,0x65001F7,0,,,
head,,,0,496,LOOT_PAYROLL_HEAD,,0x63001F0,0,,,
shirt,,,0,496,LOOT_PAYROLL_BODY,,0x65001F0,0,,,
head,,,0,490,MP_HEAD_ARMYMENALLIES,,0x63001EA,0,,clark,
head,,,0,491,MP_HEAD_ARMYMENAXIS,,0x63001EB,0,,clark,
