0,clan_rank_icon_level_1,,,
1,clan_rank_icon_level_1,,CLANS_GROUP_REGIMENT,
2,clan_rank_icon_level_2,LUA_MENU_DOUBLE_XP,CLANS_GROUP_REGIMENT,
3,clan_rank_icon_level_3,CLANS_TOKENS,CLANS_GROUP_REGIMENT,
4,clan_rank_icon_level_4,CLANS_NEW_CLAN_BACKGROUND,CLANS_GROUP_REGIMENT,
5,clan_rank_icon_level_5,CLANS_NEW_CLAN_BACKGROUND,CLANS_GROUP_REGIMENT,
6,clan_rank_icon_level_6,CLANS_NEW_CALLING_CARD_PLUS_ONE,CLANS_GROUP_PLATOON,
7,clan_rank_icon_level_7,CLANS_NEW_CLAN_BACKGROUND_PLUS_ONE,CLANS_GROUP_PLATOON,
8,clan_rank_icon_level_8,CLANS_NEW_CLAN_BACKGROUND,CLANS_GROUP_PLATOON,
9,clan_rank_icon_level_9,CLANS_NEW_CALLING_CARD_PLUS_ONE,CLANS_GROUP_PLATOON,
10,clan_rank_icon_level_10,CLANS_NEW_CLAN_BACKGROUND,CLANS_GROUP_PLATOON,
11,clan_rank_icon_level_11,CLANS_GOLD_TAG_PLUS_TWO,CLANS_GROUP_BATTALION,
12,clan_rank_icon_level_12,CLANS_NEW_CLAN_BACKGROUND,CLANS_GROUP_BATTALION,
13,clan_rank_icon_level_13,CLANS_NEW_CALLING_CARD_PLUS_ONE,CLANS_GROUP_BATTALION,
14,clan_rank_icon_level_14,CLANS_NEW_CLAN_BACKGROUND,CLANS_GROUP_BATTALION,
15,clan_rank_icon_level_15,CLANS_NEW_CLAN_BACKGROUND,CLANS_GROUP_BATTALION,
16,clan_rank_icon_level_16,CLANS_NEW_CALLING_CARD_PLUS_ONE,CLANS_GROUP_LEGION,
17,clan_rank_icon_level_17,CLANS_NEW_CLAN_BACKGROUND,CLANS_GROUP_LEGION,
18,clan_rank_icon_level_18,CLANS_NEW_CLAN_BACKGROUND,CLANS_GROUP_LEGION,
19,clan_rank_icon_level_19,CLANS_NEW_CALLING_CARD_PLUS_ONE,CLANS_GROUP_LEGION,
20,clan_rank_icon_level_20,CLANS_NEW_CLAN_BACKGROUND,CLANS_GROUP_LEGION,
21,clan_rank_icon_level_21,CLANS_NEW_CLAN_BACKGROUND_PLUS_ONE,CLANS_WAR_ENGINE,
22,clan_rank_icon_level_22,CLANS_NEW_CLAN_BACKGROUND,CLANS_WAR_ENGINE,
23,clan_rank_icon_level_23,CLANS_NEW_CALLING_CARD_PLUS_ONE,CLANS_WAR_ENGINE,
24,clan_rank_icon_level_24,CLANS_NEW_CLAN_BACKGROUND,CLANS_WAR_ENGINE,
25,clan_rank_icon_level_25,CLANS_NEW_CLAN_BACKGROUND,CLANS_WAR_ENGINE,
MAX,clan_rank_icon_level_25,CLANS_RED_TAG,CLANS_WAR_ENGINE,
