all,3643f800,838fc441-7aaa-4a8e-aa14-b8a08c3ed5ea,seasonpass,0,,,# Season Pass,
all,1800c000,,mappacks,1,,,# Atlas Gorge,
all,a2e10800,aa13df6a-4c77-42b8-a3fa-764b6e1f13ac,mappacks,0,,,# Havoc,
all,a3528000,357815d4-87f7-4aac-8bdc-cc99fc1bf06b,prempersonpacks,0,,,# Premium Magma,
all,f2bea000,2fcf0699-aa52-473f-a87d-32925ff4a2ee,prempersonpacks,0,,,# Premium Lightning,
all,cc34dc00,8d977743-7615-42de-a918-e800caced592,prempersonpacks,0,,,# Premium Hide,
all,3f828000,0d9e15c1-89e1-4f7f-9d8b-f7e6cb207f12,prempersonpacks,0,,,# Premium Nanotech,
all,8bcce400,a40a0762-d00f-4695-9317-a6f171a80f90,personpacks,0,,,# Magma,
all,57bb0c00,252461fb-bf28-43da-b89f-9fdea7f59739,personpacks,0,,,# Lightning,
all,c8068800,eef63ce6-6097-4242-b910-50fba8e55980,personpacks,0,,,# Hide,
all,bd185400,ace8d64a-4c1c-4258-86e6-46e52ba1dad2,personpacks,0,,,# Nanotech,
all,84df8400,5f3f93ca-03ab-4fdd-aa00-63f17fb08d79,operatorpacks,0,,,# Steam Punk,
all,cd3bf800,beb1715c-5825-4ae3-844d-1f72231f9306,operatorpacks,0,,,# Panda,
all,e3fee800,05e1b887-e323-4aaf-b95b-12e9512f76aa,operatorpacks,0,,,# Bali Mask,
all,56b4d800,33c64260-e212-4794-8abe-9810f04471e7,operatorpacks,0,,,# Classic Biker,
all,07c7b400,4954fbf3-bd98-4331-a9e1-333440fdbec5,flagpacks,0,,,# United States,
all,e8f3e800,874db3d3-1d79-4029-a777-10db2d204656,flagpacks,0,,,# United Kingdom,
all,c2581c00,88aa1aa1-6926-4860-8134-1a811a33b605,flagpacks,0,,,# Canada,
all,b6021c00,3c3b84f6-191a-4138-91ae-ba4eea00f46e,flagpacks,0,,,# France,
all,df4a8400,5317f6e0-0299-4c8b-872a-85419cbb3963,flagpacks,0,,,# Germany,
all,142da400,0fa0988a-de3d-4809-9593-7665306a8960,flagpacks,0,,,# Australia,
all,6a5bc800,be71cbd0-6640-48a3-88da-bbfd1be298bc,flagpacks,0,,,# Italy,
all,e1f15000,89cb7383-03cb-4900-a1e0-0367f6aff31f,flagpacks,0,,,# Spain,
all,c949c400,5ff697f2-cfb1-4362-9496-6956ddc2385d,flagpacks,0,,,# Netherlands,
all,1eced800,e11342fe-ca8c-4878-9c95-a2ac4c2f8f78,flagpacks,0,,,# Japan,
